POS,AGE,EXP,TEAM,GP,MIN,FGM,FGA,FG_PERCENT,x3PM,x3PA,x3P_PERCENT,FTM,FTA,FT_PERCENT,AST,STL,BLK,TOV,PF,PTS
PF,24,2,MIA,11,83,9,13,0.692,1,1,1,11,15,0.733,6,1,5,9,20,30
PF,24,2,SAC,4,9,1,3,0.333,0,0,NA,0,0,NA,0,0,1,1,4,2
C,25,5,HOU,41,1326,329,640,0.514,77,206,0.374,125,198,0.631,71,34,48,80,88,860
PF,22,1,ORL,45,1133,135,324,0.417,49,141,0.348,30,40,0.75,101,48,22,38,48,349
C,26,7,ATL,63,1898,413,695,0.594,0,0,NA,130,227,0.573,49,44,129,73,145,956
PG,20,2,CHI,69,2156,375,902,0.416,163,454,0.359,128,142,0.901,328,38,15,156,179,1041
SF,25,2,CHO,52,849,83,188,0.441,16,58,0.276,25,43,0.581,86,37,12,40,52,207
C,28,8,CHO,48,1005,181,324,0.559,4,28,0.143,85,119,0.714,86,27,17,51,121,451
PG,20,1,ORL,47,1273,219,552,0.397,58,172,0.337,109,131,0.832,192,30,18,106,98,605
SG,22,3,CLE,60,2115,525,1105,0.475,98,264,0.371,312,383,0.815,262,62,10,167,157,1460
PG,29,10,TOT,63,1446,200,426,0.469,45,132,0.341,72,88,0.818,213,61,18,79,139,517
PG,29,10,SAC,44,944,111,250,0.444,31,94,0.33,36,47,0.766,108,39,9,44,98,289
PG,29,10,DET,19,502,89,176,0.506,14,38,0.368,36,41,0.878,105,22,9,35,41,228
C,28,6,CHI,18,84,7,13,0.538,0,2,0,9,16,0.563,9,4,0,4,10,23
PG,24,6,MIN,42,1196,281,652,0.431,120,310,0.387,114,149,0.765,244,45,18,112,68,796
PG,33,13,TOT,57,1129,135,343,0.394,83,217,0.382,85,94,0.904,188,28,1,65,56,438
PG,33,13,MIL,37,713,71,192,0.37,49,129,0.38,36,40,0.9,110,20,1,34,33,227
PG,33,13,HOU,20,416,64,151,0.424,34,88,0.386,49,54,0.907,78,8,0,31,23,211
PF,24,4,TOT,35,433,68,168,0.405,30,87,0.345,17,25,0.68,23,11,16,22,44,183
PF,24,4,MIL,12,105,16,43,0.372,10,28,0.357,1,2,0.5,3,1,4,4,13,43
PF,24,4,HOU,23,328,52,125,0.416,20,59,0.339,16,23,0.696,20,10,12,18,31,140
SG,23,2,TOT,31,493,50,120,0.417,20,67,0.299,7,8,0.875,22,15,10,14,48,127
SG,23,2,SAC,18,232,24,57,0.421,9,28,0.321,6,7,0.857,6,7,4,8,23,63
SG,23,2,HOU,13,261,26,63,0.413,11,39,0.282,1,1,1,16,8,6,6,25,64
SG,25,1,PHI,8,123,19,48,0.396,8,26,0.308,2,6,0.333,13,1,3,1,7,48
C,25,5,TOT,39,547,70,103,0.68,1,5,0.2,42,58,0.724,29,11,29,26,77,183
C,25,5,PHO,14,94,8,16,0.5,0,1,0,6,11,0.545,4,1,5,6,19,22
C,25,5,LAL,8,112,16,17,0.941,0,0,NA,11,12,0.917,1,1,7,5,22,43
C,25,5,SAC,17,341,46,70,0.657,1,4,0.25,25,35,0.714,24,9,17,15,36,118
PG,30,9,POR,67,2398,602,1334,0.451,275,704,0.391,449,484,0.928,505,62,17,203,102,1928
SG,28,4,GSW,57,1079,128,274,0.467,77,194,0.397,40,44,0.909,73,38,8,30,89,373
SG,26,4,CLE,46,907,119,293,0.406,46,159,0.289,24,36,0.667,91,16,4,42,42,308
PF-C,22,2,TOT,54,791,154,225,0.684,0,0,NA,72,108,0.667,29,26,75,41,98,380
PF,22,2,CHI,31,383,60,87,0.69,0,0,NA,27,41,0.659,17,11,34,22,54,147
C,22,2,WAS,23,408,94,138,0.681,0,0,NA,45,67,0.672,12,15,41,19,44,233
C,21,1,LAC,30,161,22,52,0.423,1,5,0.2,9,12,0.75,10,4,7,9,24,54
C,28,4,TOT,65,1601,252,466,0.541,49,152,0.322,74,110,0.673,108,41,57,66,167,627
C,28,4,BOS,42,1027,159,288,0.552,33,95,0.347,46,67,0.687,67,25,43,41,120,397
C,28,4,CHI,23,574,93,178,0.522,16,57,0.281,28,43,0.651,41,16,14,25,47,230
PF,32,12,ATL,51,1222,206,475,0.434,103,254,0.406,161,174,0.925,76,30,10,43,105,676
SF,33,12,PHI,69,1934,224,544,0.412,175,432,0.405,31,40,0.775,118,92,56,67,125,654
SG,25,6,CLE,6,116,10,26,0.385,2,11,0.182,1,2,0.5,13,4,2,7,9,23
SF,27,5,HOU,36,932,110,272,0.404,54,156,0.346,41,63,0.651,69,20,16,36,67,315
C,26,5,PHO,50,871,153,342,0.447,47,135,0.348,84,99,0.848,65,30,4,57,95,437
PF,20,2,OKC,55,1714,273,690,0.396,83,286,0.29,125,178,0.702,99,29,25,122,60,754
PG,21,2,CLE,54,1790,362,802,0.451,105,266,0.395,112,132,0.848,329,66,6,164,110,941
SF,30,6,OKC,18,197,22,48,0.458,17,42,0.405,12,12,1,21,13,5,8,13,73
SF,28,5,HOU,30,679,106,218,0.486,17,63,0.27,47,68,0.691,31,30,21,17,60,276
PG,23,4,SAC,58,2036,529,1110,0.477,103,320,0.322,300,417,0.719,417,87,27,174,170,1461
SF,23,2,ATL,23,678,120,248,0.484,31,95,0.326,73,85,0.859,44,19,12,29,59,344
PG,22,3,MEM,52,1045,172,393,0.438,87,211,0.412,41,51,0.804,132,60,31,66,85,472
C,32,13,BRK,57,1246,190,249,0.763,0,1,0,46,92,0.5,93,17,65,85,116,426
SF,26,5,TOR,51,972,117,228,0.513,14,53,0.264,45,66,0.682,107,53,18,71,87,293
PF,31,12,SAS,61,2056,455,920,0.495,19,74,0.257,387,440,0.88,422,56,15,119,128,1316
C,30,10,TOT,41,713,130,305,0.426,47,135,0.348,59,81,0.728,76,34,24,64,107,366
C,30,10,HOU,25,506,79,210,0.376,39,116,0.336,44,59,0.746,60,21,18,39,74,241
C,30,10,LAC,16,207,51,95,0.537,8,19,0.421,15,22,0.682,16,13,6,25,33,125
PF,24,2,CLE,63,1212,134,311,0.431,78,213,0.366,30,39,0.769,74,35,21,30,78,376
C,22,3,PHO,69,2115,430,687,0.626,4,20,0.2,133,173,0.769,99,41,81,103,196,997
SG,20,1,DET,20,133,14,40,0.35,10,28,0.357,3,6,0.5,5,2,0,5,9,41
PG,24,4,SAS,67,2139,441,974,0.453,63,199,0.317,106,134,0.791,363,101,7,117,135,1051
SG-PG,28,6,TOT,63,1748,240,518,0.463,64,172,0.372,101,126,0.802,278,101,30,83,75,645
SG,28,6,DET,36,1052,136,293,0.464,31,89,0.348,71,90,0.789,181,58,19,48,45,374
PG,28,6,SAC,27,696,104,225,0.462,33,83,0.398,30,36,0.833,97,43,11,35,30,271
SF,20,1,WAS,54,1257,130,312,0.417,53,168,0.315,29,45,0.644,63,32,15,33,140,342
SG,27,8,LAL,61,1956,332,760,0.437,71,212,0.335,206,243,0.848,351,70,13,163,159,941
PG,23,4,TOT,23,420,58,145,0.4,19,58,0.328,19,26,0.731,77,23,14,26,37,154
PG,23,4,NYK,3,28,2,10,0.2,0,4,0,5,6,0.833,3,3,0,1,4,9
PG,23,4,DET,20,392,56,135,0.415,19,54,0.352,14,20,0.7,74,20,14,25,33,145
SG,27,4,CHI,62,1036,155,416,0.373,80,242,0.331,16,17,0.941,105,30,7,42,70,406
C,29,11,UTA,68,1039,155,243,0.638,0,2,0,59,80,0.738,44,32,68,36,143,369
SF,23,5,POR,58,1318,147,304,0.484,43,136,0.316,59,91,0.648,47,37,54,32,127,396
PG,32,12,TOT,50,1279,287,611,0.47,50,129,0.388,110,127,0.866,209,49,19,78,56,734
PG,32,12,DET,15,342,79,184,0.429,13,39,0.333,42,50,0.84,63,18,4,29,17,213
PG,32,12,NYK,35,937,208,427,0.487,37,90,0.411,68,77,0.883,146,31,15,49,39,521
SG,26,4,SAS,36,1064,186,453,0.411,84,243,0.346,97,114,0.851,127,26,36,45,91,553
SG,22,1,MEM,68,1519,234,499,0.469,117,271,0.432,40,49,0.816,118,41,16,59,125,625
SG,24,6,PHO,67,2270,623,1287,0.484,126,371,0.34,340,392,0.867,289,53,16,207,181,1712
PG,24,1,ORL,8,74,11,28,0.393,6,16,0.375,6,7,0.857,1,5,1,2,9,34
SF,20,1,SAS,62,1056,123,303,0.406,52,150,0.347,43,51,0.843,56,43,18,22,88,341
PG,21,1,CHI,11,50,11,21,0.524,1,7,0.143,0,0,NA,7,4,0,0,3,23
PF,24,2,LAL,20,98,17,29,0.586,0,0,NA,5,11,0.455,1,5,4,5,8,39
PG,25,3,CHO,55,1659,252,669,0.377,179,477,0.375,133,158,0.842,295,48,6,84,77,816
C,31,8,MIA,16,210,46,65,0.708,1,5,0.2,20,27,0.741,12,9,6,13,36,113
SF,21,1,NOP,3,56,3,13,0.231,2,8,0.25,0,0,NA,3,2,0,3,5,8
SF,25,4,MEM,67,1997,432,1031,0.419,128,372,0.344,159,195,0.815,157,78,26,119,237,1151
PF,24,5,IND,62,2231,484,904,0.535,52,162,0.321,240,328,0.732,415,76,33,213,203,1260
PG,24,4,UTA,53,1771,478,1091,0.438,178,461,0.386,267,316,0.845,277,52,15,147,117,1401
PF,23,2,ORL,13,179,25,35,0.714,0,0,NA,23,34,0.676,11,5,10,8,18,73
SG,24,3,MIL,66,1814,253,603,0.42,131,346,0.379,51,71,0.718,203,72,15,91,112,688
PF,27,5,DAL,60,1921,220,466,0.472,119,302,0.394,31,41,0.756,102,52,25,48,138,590
PF,29,7,IND,66,1619,354,665,0.532,111,286,0.388,80,98,0.816,85,20,6,53,117,899
PF,30,9,GSW,63,1982,170,380,0.447,34,126,0.27,70,88,0.795,558,105,52,188,194,444
C,23,3,SAS,54,755,116,205,0.566,2,2,1,77,106,0.726,42,18,49,45,88,311
SF,26,3,MIA,72,2262,315,717,0.439,250,613,0.408,62,75,0.827,127,43,20,81,181,942
SG,25,4,ORL,72,1853,292,726,0.402,59,207,0.285,145,176,0.824,93,45,5,46,103,788
C,35,17,PHI,69,1196,178,303,0.587,5,20,0.25,121,210,0.576,61,30,62,112,200,482
C,29,7,DAL,58,966,120,194,0.619,5,21,0.238,97,124,0.782,63,36,30,40,135,342
SF,24,1,CLE,31,513,57,130,0.438,26,77,0.338,21,27,0.778,33,19,12,32,37,161
PF,28,5,WAS,57,1464,193,478,0.404,169,428,0.395,100,115,0.87,49,33,13,33,136,655
SG,31,10,PHO,27,389,55,121,0.455,11,35,0.314,12,14,0.857,40,15,5,23,32,133
C,31,11,MIN,23,299,19,44,0.432,0,0,NA,10,12,0.833,21,13,13,7,56,48
SG,25,4,IND,53,861,148,282,0.525,35,88,0.398,68,83,0.819,49,33,10,51,88,399
PG,26,7,NYK,63,1484,269,622,0.432,28,98,0.286,73,107,0.682,203,47,9,103,116,639
SG,25,1,MIL,1,32,6,13,0.462,1,5,0.2,3,3,1,3,0,1,4,4,16
SF,22,1,UTA,18,64,10,30,0.333,8,23,0.348,3,4,0.75,6,1,1,6,1,31
C,28,10,POR,72,1758,339,561,0.604,1,4,0.25,127,164,0.774,84,33,48,78,168,806
SG,31,11,NOP,71,2111,307,730,0.421,121,355,0.341,134,195,0.687,268,55,24,114,112,869
SG,32,13,HOU,27,789,159,367,0.433,69,210,0.329,94,114,0.825,71,14,13,51,44,481
PF,24,2,GSW,40,695,148,298,0.497,18,54,0.333,67,94,0.713,51,12,7,43,68,381
PF,33,13,UTA,17,148,21,54,0.389,18,41,0.439,5,5,1,4,10,3,8,29,65
SF-SG,28,9,TOT,42,1259,247,541,0.457,117,283,0.413,108,137,0.788,144,47,19,73,96,719
SF,28,9,ORL,26,787,170,369,0.461,73,188,0.388,98,123,0.797,95,27,9,54,55,511
SG,28,9,BOS,16,472,77,172,0.448,44,95,0.463,10,14,0.714,49,20,10,19,41,208
PG,29,1,DEN,65,1425,120,315,0.381,76,216,0.352,80,91,0.879,232,79,14,73,132,396
PG,22,3,DET,40,738,134,293,0.457,61,150,0.407,61,75,0.813,36,15,1,34,53,390
C,27,6,PHO,47,715,121,257,0.471,31,85,0.365,37,60,0.617,79,14,17,22,70,310
PG,26,4,ORL,4,79,9,24,0.375,2,5,0.4,5,7,0.714,12,0,0,5,7,25
PG,22,4,NYK,33,322,29,79,0.367,23,48,0.479,8,18,0.444,19,18,4,11,45,89
SG,26,5,TOR,52,1899,338,870,0.389,174,476,0.366,169,191,0.885,328,87,37,95,119,1019
PF,23,1,TOR,20,392,44,84,0.524,0,0,NA,23,33,0.697,9,13,20,12,43,111
SG,23,4,PHI,55,1062,170,424,0.401,101,269,0.375,60,82,0.732,82,49,9,46,64,501
PG,24,2,MIA,50,655,88,233,0.378,46,149,0.309,20,23,0.87,67,21,2,34,79,242
PF,25,1,OKC,10,212,32,67,0.478,2,15,0.133,18,22,0.818,24,8,0,6,9,84
SG,34,11,CHI,56,1528,158,381,0.415,67,200,0.335,40,50,0.8,124,43,30,58,126,423
SG,24,2,WAS,64,1038,97,237,0.409,76,198,0.384,84,95,0.884,26,29,7,10,106,354
PF-SF,26,3,TOT,39,654,40,132,0.303,31,108,0.287,8,10,0.8,31,13,7,17,35,119
SF,26,3,ORL,35,637,40,131,0.305,31,108,0.287,8,10,0.8,30,12,7,17,34,119
SF,26,3,DEN,2,4,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0
PF,26,3,PHI,2,13,0,1,0,0,0,NA,0,0,NA,1,1,0,0,1,0
SG,26,7,TOT,39,1080,138,345,0.4,48,141,0.34,64,78,0.821,78,28,11,37,71,388
SG,26,7,DEN,19,581,69,156,0.442,24,75,0.32,22,30,0.733,32,17,4,14,37,184
SG,26,7,ORL,20,499,69,189,0.365,24,66,0.364,42,48,0.875,46,11,7,23,34,204
PG,28,5,GSW,10,40,10,13,0.769,2,4,0.5,3,4,0.75,1,6,1,1,8,25
SG,22,3,TOT,58,1802,320,785,0.408,165,429,0.385,83,106,0.783,80,56,10,43,92,888
SG,22,3,POR,41,1262,217,524,0.414,121,305,0.397,58,75,0.773,58,37,6,31,63,613
SG,22,3,TOR,17,540,103,261,0.395,44,124,0.355,25,31,0.806,22,19,4,12,29,275
PG,34,13,TOT,30,672,95,197,0.482,31,80,0.388,40,50,0.8,73,23,5,31,31,261
PG,34,13,OKC,14,369,61,120,0.508,22,57,0.386,21,25,0.84,43,12,2,12,12,165
PG,34,13,PHI,16,303,34,77,0.442,9,23,0.391,19,25,0.76,30,11,3,19,19,96
PF,27,5,UTA,72,1154,177,405,0.437,124,292,0.425,22,23,0.957,59,25,8,51,116,500
PF,26,8,MIL,61,2013,626,1100,0.569,67,221,0.303,398,581,0.685,357,72,73,207,168,1717
SF,27,7,SAC,23,369,42,99,0.424,16,44,0.364,21,23,0.913,20,4,3,11,23,121
C,21,2,IND,45,561,83,194,0.428,20,79,0.253,45,61,0.738,37,9,60,17,94,231
PG,34,13,MIA,50,1337,240,555,0.432,91,244,0.373,101,122,0.828,219,33,8,118,113,672
SF,30,11,CHO,44,1496,311,658,0.473,85,205,0.415,156,185,0.843,181,52,14,91,74,863
C,31,8,TOT,38,552,85,163,0.521,30,70,0.429,58,67,0.866,48,26,16,32,56,258
C,31,8,MEM,22,371,56,108,0.519,23,48,0.479,38,43,0.884,29,17,14,22,38,173
C,31,8,SAS,16,181,29,55,0.527,7,22,0.318,20,24,0.833,19,9,2,10,18,85
PG,23,1,CHO,7,27,8,12,0.667,2,4,0.5,0,0,NA,3,1,0,1,0,18
PF,22,2,BOS,63,1138,108,247,0.437,48,129,0.372,30,51,0.588,64,32,24,56,161,294
SG,25,3,MEM,50,1259,173,414,0.418,107,274,0.391,79,91,0.868,108,46,8,48,71,532
PF,27,1,DEN,4,12,0,3,0,0,2,0,0,0,NA,0,0,0,0,0,0
SG-SF,22,3,TOT,52,1226,224,470,0.477,28,82,0.341,128,200,0.64,101,41,24,76,134,604
SG,22,3,OKC,32,761,143,297,0.481,12,41,0.293,83,132,0.629,77,31,12,49,83,381
SF,22,3,DET,20,465,81,173,0.468,16,41,0.39,45,68,0.662,24,10,12,27,51,223
PF,28,9,SAC,58,2102,319,642,0.497,100,256,0.391,195,235,0.83,201,43,11,93,75,933
C,22,3,POR,38,348,42,97,0.433,8,23,0.348,16,27,0.593,29,8,13,20,54,108
C,31,9,SAC,36,546,126,224,0.563,0,1,0,41,79,0.519,20,9,46,40,73,293
PF,24,5,TOR,2,38,5,14,0.357,2,9,0.222,3,4,0.75,5,0,0,0,7,15
SF,22,2,TOT,13,249,35,83,0.422,11,28,0.393,10,14,0.714,17,4,3,12,22,91
SF,22,2,NYK,4,7,0,1,0,0,0,NA,2,2,1,1,0,0,1,0,2
SF,22,2,PHI,1,8,0,3,0,0,1,0,0,0,NA,0,0,0,0,0,0
SF,22,2,ORL,8,234,35,79,0.443,11,27,0.407,8,12,0.667,16,4,3,11,22,89
SG,30,10,BRK,2,11,1,4,0.25,0,3,0,0,0,NA,0,1,0,1,0,2
PG,21,1,NYK,64,1243,229,580,0.395,118,303,0.389,155,174,0.891,127,30,12,58,114,731
SF,21,3,WAS,40,432,30,81,0.37,13,47,0.277,5,8,0.625,23,11,9,22,63,78
SG,20,1,CLE,67,2173,235,559,0.42,62,214,0.29,114,157,0.726,128,62,24,86,185,646
C,22,3,TOT,46,559,94,171,0.55,2,6,0.333,46,71,0.648,55,19,39,44,104,236
C,22,3,DEN,30,272,41,80,0.513,0,0,NA,22,36,0.611,15,11,20,21,59,104
C,22,3,CLE,16,287,53,91,0.582,2,6,0.333,24,35,0.686,40,8,19,23,45,132
SG,21,1,PHI,41,383,48,133,0.361,39,106,0.368,18,24,0.75,20,12,4,11,34,153
PF,22,2,OKC,61,1425,207,429,0.483,32,109,0.294,87,117,0.744,107,52,37,113,162,533
C,19,1,DET,68,1455,226,409,0.553,21,63,0.333,64,92,0.696,59,39,86,67,184,537
PG,31,10,NOP,3,48,9,27,0.333,3,12,0.25,2,2,1,5,1,0,6,3,23
PG,32,11,WAS,44,924,129,297,0.434,18,49,0.367,19,33,0.576,172,32,13,41,62,295
C,23,5,LAC,72,1609,257,394,0.652,1,4,0.25,135,171,0.789,90,24,62,81,187,650
SG,36,15,TOT,44,723,106,267,0.397,66,178,0.371,49,52,0.942,51,11,3,36,50,327
SG,36,15,NOP,31,576,87,214,0.407,51,140,0.364,45,47,0.957,40,9,2,25,37,270
SG,36,15,DAL,13,147,19,53,0.358,15,38,0.395,4,5,0.8,11,2,1,11,13,57
PG,21,2,MEM,63,2053,430,957,0.449,73,241,0.303,271,372,0.728,465,57,13,203,87,1204
PF,27,6,IND,29,316,56,113,0.496,3,15,0.2,19,29,0.655,4,2,14,15,52,134
PF,30,7,DEN,58,1120,173,374,0.463,79,198,0.399,46,57,0.807,53,26,22,53,144,471
C,33,13,TOT,46,678,144,282,0.511,5,24,0.208,44,67,0.657,39,19,54,60,121,337
C,33,13,CLE,33,503,112,215,0.521,5,20,0.25,36,55,0.655,33,16,40,45,80,265
C,33,13,DEN,13,175,32,67,0.478,0,4,0,8,12,0.667,6,3,14,15,41,72
PF,25,7,TOT,13,165,30,55,0.545,2,11,0.182,10,13,0.769,11,1,5,10,13,72
PF,25,7,SAC,3,27,4,7,0.571,0,1,0,0,0,NA,1,0,1,3,4,8
PF,25,7,BOS,10,138,26,48,0.542,2,10,0.2,10,13,0.769,10,1,4,7,9,64
PF,20,1,MIN,63,1511,164,367,0.447,72,198,0.364,27,45,0.6,71,35,60,47,172,427
PF,30,9,PHO,60,1648,199,492,0.404,148,380,0.389,57,75,0.76,127,48,27,55,125,603
SF,25,1,HOU,70,2043,316,625,0.506,60,195,0.308,102,147,0.694,178,85,36,98,222,794
C,25,6,DET,27,347,63,102,0.618,2,9,0.222,17,24,0.708,13,6,5,21,39,145
SG,19,1,SAC,13,94,15,38,0.395,5,19,0.263,5,5,1,6,4,1,3,8,40
SF,26,5,MIN,45,627,91,184,0.495,23,78,0.295,26,37,0.703,28,29,19,26,44,231
C,25,5,SAS,69,1845,265,430,0.616,0,0,NA,63,124,0.508,134,47,123,83,172,593
PG,24,3,DAL,68,1697,328,627,0.523,81,200,0.405,120,151,0.795,239,35,1,80,109,857
SG,22,1,TOR,13,172,36,72,0.5,17,36,0.472,7,9,0.778,17,8,0,14,15,96
PG,20,2,IND,4,12,1,9,0.111,0,1,0,3,3,1,2,0,0,0,0,5
SF,23,2,CHO,47,904,133,284,0.468,35,105,0.333,45,64,0.703,53,28,19,45,95,346
PF,20,1,PHO,27,156,22,50,0.44,4,17,0.235,5,7,0.714,4,1,5,7,16,53
PG,23,5,DEN,48,1704,378,792,0.477,129,316,0.408,133,153,0.869,231,64,13,108,95,1018
SF,30,7,ORL,41,986,115,243,0.473,45,104,0.433,70,87,0.805,62,32,7,36,84,345
PG-SG,31,12,TOT,44,1609,342,734,0.466,121,334,0.362,278,323,0.861,475,53,33,177,99,1083
SG,31,12,HOU,8,290,60,135,0.444,25,72,0.347,53,60,0.883,83,7,6,34,14,198
PG,31,12,BRK,36,1319,282,599,0.471,96,262,0.366,225,263,0.856,392,46,27,143,85,885
PF,33,12,TOT,51,1043,146,327,0.446,31,120,0.258,45,76,0.592,98,42,42,55,120,368
PF,33,12,DAL,29,504,67,145,0.462,15,60,0.25,17,29,0.586,50,24,23,27,59,166
PF,33,12,NOP,22,539,79,182,0.434,16,60,0.267,28,47,0.596,48,18,19,28,61,202
SF,30,3,NOP,9,48,5,13,0.385,4,12,0.333,1,2,0.5,3,0,0,2,1,15
C,19,1,GSW,39,836,191,368,0.519,12,38,0.316,54,86,0.628,26,11,36,60,121,448
PF,35,14,LAL,12,81,2,9,0.222,2,6,0.333,0,0,NA,5,1,1,2,7,6
PG,23,2,NYK,8,16,0,4,0,0,1,0,3,4,0.75,1,0,0,3,1,3
C,21,3,MEM,11,258,53,125,0.424,17,60,0.283,35,42,0.833,12,12,18,15,42,158
PF,21,3,MIN,64,1139,143,236,0.606,1,5,0.2,57,102,0.559,76,64,46,53,123,344
PF,24,2,UTA,28,138,25,52,0.481,12,28,0.429,2,2,1,15,7,2,8,17,64
C,22,4,TOT,63,1864,298,482,0.618,6,19,0.316,204,290,0.703,106,32,90,100,96,806
C,22,4,BRK,12,320,44,65,0.677,0,0,NA,46,61,0.754,20,7,19,22,21,134
C,22,4,CLE,51,1544,254,417,0.609,6,19,0.316,158,229,0.69,86,25,71,78,75,672
SG,21,2,MIN,34,499,69,168,0.411,13,53,0.245,29,48,0.604,24,17,9,28,58,180
SF-SG,27,2,TOT,41,473,53,102,0.52,10,30,0.333,30,40,0.75,17,28,6,19,45,146
SF,27,2,BOS,25,345,39,71,0.549,7,22,0.318,20,30,0.667,11,18,2,13,32,105
SG,27,2,CHI,16,128,14,31,0.452,3,8,0.375,10,10,1,6,10,4,6,13,41
C,20,2,NOP,60,964,175,280,0.625,6,14,0.429,93,120,0.775,35,25,38,39,101,449
SG,20,1,LAC,4,84,14,36,0.389,2,9,0.222,5,5,1,1,4,0,7,5,35
PG,24,2,MIL,7,18,1,8,0.125,0,2,0,0,0,NA,2,0,0,0,1,2
SG,24,5,BOS,58,1999,538,1111,0.484,163,411,0.397,191,250,0.764,195,72,32,158,168,1430
SF,21,2,OKC,19,320,44,88,0.5,0,11,0,28,41,0.683,24,13,5,17,19,116
SG,21,2,MIN,42,759,142,335,0.424,50,150,0.333,45,55,0.818,62,22,12,28,72,379
SF,22,4,BOS,64,2290,605,1318,0.459,187,485,0.386,295,340,0.868,276,75,31,171,122,1692
PF,34,13,BRK,68,1835,261,530,0.492,103,250,0.412,125,161,0.776,108,36,27,54,122,750
PG,32,12,TOT,55,950,123,284,0.433,36,82,0.439,89,105,0.848,132,34,12,64,56,371
PG,32,12,BOS,34,616,78,188,0.415,26,56,0.464,51,61,0.836,73,26,7,39,43,233
PG,32,12,MIL,21,334,45,96,0.469,10,26,0.385,38,44,0.864,59,8,5,25,13,138
SF,26,7,DET,54,1829,400,932,0.429,115,329,0.35,290,343,0.845,152,35,58,109,125,1205
PG,24,2,CLE,9,75,9,33,0.273,3,12,0.25,1,5,0.2,4,5,2,6,1,22
SG,28,9,IND,36,765,120,276,0.435,52,128,0.406,71,75,0.947,53,34,23,22,72,363
SG,23,3,WAS,17,305,28,95,0.295,11,42,0.262,16,20,0.8,25,12,6,19,31,83
PG,25,3,PHO,60,717,94,223,0.422,56,151,0.371,4,7,0.571,71,29,9,16,56,248
SF,31,10,MIA,52,1745,366,736,0.497,25,102,0.245,359,416,0.863,369,108,18,109,71,1116
SF,29,7,BRK,69,2141,357,707,0.505,211,444,0.475,49,63,0.778,130,46,14,62,141,974
SF,33,7,UTA,67,1867,275,562,0.489,183,406,0.451,76,90,0.844,318,45,12,117,120,809
C,26,5,PHI,51,1585,461,899,0.513,58,154,0.377,471,548,0.859,145,50,69,159,123,1451
PF,23,4,ATL,63,1848,429,771,0.556,83,208,0.399,170,204,0.833,78,34,63,84,193,1111
SG,24,2,MEM,43,575,69,138,0.5,21,56,0.375,25,30,0.833,47,30,9,18,40,184
PG,30,10,HOU,40,1288,293,726,0.404,79,249,0.317,158,211,0.749,275,42,31,141,46,823
C,28,9,MEM,62,1755,440,743,0.592,21,57,0.368,157,203,0.773,112,35,57,100,179,1058
PF,21,1,MEM,11,54,8,15,0.533,3,8,0.375,3,5,0.6,1,3,1,7,12,22
C,26,4,TOT,6,82,7,22,0.318,0,2,0,1,2,0.5,7,3,5,4,7,15
C,26,4,WAS,5,67,7,20,0.35,0,2,0,0,0,NA,5,3,3,3,5,14
C,26,4,GSW,1,15,0,2,0,0,0,NA,1,2,0.5,2,0,2,1,2,1
PG,23,2,ORL,14,196,23,54,0.426,10,32,0.313,0,0,NA,18,2,0,3,11,56
SG,28,7,UTA,68,1818,457,1075,0.425,208,599,0.347,129,144,0.896,168,61,10,115,110,1251
PG,24,2,MIN,51,938,100,242,0.413,33,92,0.359,23,30,0.767,193,51,6,51,44,256
SF,22,1,MIL,30,274,62,135,0.459,28,62,0.452,19,25,0.76,7,16,7,24,22,171
SG,21,2,GSW,51,988,205,474,0.432,97,276,0.351,105,119,0.882,99,26,9,51,86,612
SG,20,1,DAL,39,445,42,93,0.452,4,25,0.16,13,23,0.565,28,16,3,17,35,101
SF,20,1,OKC,21,336,30,99,0.303,4,37,0.108,22,44,0.5,28,4,1,25,37,86
SF,25,4,NOP,47,1349,151,344,0.439,63,193,0.326,69,89,0.775,109,38,12,49,111,434
SG,23,4,DET,62,1560,296,707,0.419,77,257,0.3,159,218,0.729,143,53,47,142,178,828
SG,22,3,MIN,59,1197,102,254,0.402,29,108,0.269,83,108,0.769,63,54,28,43,123,316
SG,27,6,DAL,59,1790,264,618,0.427,88,267,0.33,99,108,0.917,153,61,24,79,130,715
PG,30,12,MIL,59,1907,414,823,0.503,111,283,0.392,107,136,0.787,357,96,37,127,98,1046
SG,27,2,GSW,53,1107,121,209,0.579,37,92,0.402,22,31,0.71,150,41,26,61,111,301
PF,25,5,MIN,52,900,130,299,0.435,55,168,0.327,60,97,0.619,35,19,7,27,52,375
PF,26,7,NYK,71,2667,602,1321,0.456,160,389,0.411,348,429,0.811,427,64,18,241,225,1712
SG,31,8,IND,72,2183,258,625,0.413,173,453,0.382,67,85,0.788,119,74,41,54,135,756
SF,25,4,TOT,34,577,89,221,0.403,36,117,0.308,31,37,0.838,52,15,2,32,32,245
SF,25,4,OKC,33,544,86,212,0.406,34,111,0.306,30,35,0.857,51,15,2,31,31,236
SF,25,4,MIL,1,33,3,9,0.333,2,6,0.333,1,2,0.5,1,0,0,1,1,9
SF,24,2,SAC,36,310,52,111,0.468,14,38,0.368,21,36,0.583,22,8,3,15,23,139
C,23,4,HOU,13,247,29,70,0.414,9,34,0.265,3,4,0.75,14,12,14,4,34,70
